PERIODO;PROGRAMA;GRUPO_REFERENCIA;PUNTAJE_GLOBAL;PERCENTIL_NACIONALGLOBAL;PERCENTIL_GRUPOREFGLOBAL;PUNTAJE_PRUEBA.CCiudadanas;PERCENTIL_NACIONALPRUEBA.CCiudadanas;PERCENTIL_GRUPOREFPRUEBA.CCiudadanas;PUNTAJE_PRUEBA.LectCritica;PERCENTIL_NACIONALPRUEBA.LectCritica;PERCENTIL_GRUPOREFPRUEBA.LectCritica;PUNTAJE_PRUEBA.RazCuanti;PERCENTIL_NACIONALPRUEBA.RazCuanti;PERCENTIL_GRUPOREFPRUEBA.RazCuanti
20173;DERECHO;DERECHO;173;85;83;167;77;63;164;66;62;161;66;75
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;151;59;68;134;41;48;140;40;48;169;75;81
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;139;40;47;90;6;7;121;20;25;140;41;46
20173;DERECHO;DERECHO;120;14;11;95;9;5;64;1;1;91;3;4
20173;DERECHO;DERECHO;145;49;46;129;36;22;130;28;24;109;10;14
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;188;95;98;177;86;91;169;72;78;176;81;94
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;137;36;43;106;16;18;95;4;5;121;20;22
20173;DERECHO;DERECHO;171;84;82;197;96;91;165;67;63;119;18;24
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;162;73;65;149;58;55;152;54;48;186;89;75
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;153;62;54;172;81;77;129;28;18;104;8;10
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;163;75;68;154;63;63;179;80;76;163;68;59
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;199;98;100;218;100;100;176;78;90;211;98;100
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;138;38;29;146;55;47;156;58;45;77;1;1
20173;ECONOMIA;ECONOMIA;186;94;79;183;90;75;176;78;58;201;96;87
20173;INGENIERIA MECANICA;INGENIERÍA;150;57;46;150;59;55;142;43;37;160;66;43
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;164;76;84;122;29;34;125;24;30;161;66;73
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;190;96;98;150;58;66;204;96;98;204;97;99
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;164;76;64;167;76;71;181;82;72;165;71;68
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;128;22;26;116;24;26;98;5;6;126;25;23
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;202;99;97;208;99;95;196;92;85;178;83;88
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;146;50;59;125;32;37;105;8;10;145;47;52
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;188;95;89;195;96;88;219;100;99;145;48;56
20173;MEDICINA;MEDICINA;104;4;1;81;3;2;72;1;1;102;7;3
20173;INGENIERIA MECANICA;INGENIERÍA;218;100;100;181;89;87;206;97;96;300;100;100
20173;INGENIERIA MECANICA;INGENIERÍA;160;71;62;180;88;86;147;48;42;167;73;51
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;173;86;91;190;94;96;201;95;98;181;85;91
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;166;78;74;148;56;48;160;62;49;151;54;65
20173;INGENIERIA CIVIL;INGENIERÍA;147;52;41;145;54;50;151;53;47;145;47;25
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;177;89;93;153;61;69;171;74;83;181;85;90
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;145;50;41;135;43;34;110;11;7;155;60;71
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;136;35;42;126;33;39;113;13;16;129;29;32
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;131;27;20;128;36;28;150;51;38;100;6;8
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;163;76;83;94;8;10;97;5;6;192;92;96
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;125;18;32;101;12;19;132;31;41;132;31;53
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;138;38;30;79;3;3;147;48;35;156;61;72
20173;ECONOMIA;ECONOMIA;204;99;95;188;92;81;209;98;92;187;89;70
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;163;75;63;160;69;63;194;91;86;121;20;17
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;165;78;87;156;65;75;195;92;95;151;55;77
20173;DERECHO;DERECHO;207;100;100;224;100;100;204;96;95;201;96;99
20173;INGENIERIA CIVIL;INGENIERÍA;168;80;73;158;68;65;162;65;60;165;71;48
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;155;65;73;138;46;53;122;21;26;139;40;45
20173;ECONOMIA;ECONOMIA;195;97;88;204;98;94;213;99;96;180;85;61
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;219;100;100;177;86;84;200;94;93;222;100;99
20173;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;178;90;85;178;86;84;143;44;38;213;99;96
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;172;84;76;201;97;92;167;70;57;117;17;23
20173;DERECHO;DERECHO;170;83;81;160;70;54;165;67;63;174;79;87
20173;INGENIERIA CIVIL;INGENIERÍA;218;100;100;218;100;100;224;100;100;207;98;94
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;199;98;98;181;88;87;217;99;99;223;100;99
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;135;32;39;104;14;16;88;3;3;152;56;63
20173;INGENIERIA ELECTRICA;INGENIERÍA;199;99;98;183;89;88;206;97;96;207;98;93
20173;MEDICINA;MEDICINA;226;100;100;190;93;85;201;95;84;225;100;99
20173;DERECHO;DERECHO;156;66;63;151;60;44;170;73;69;148;51;59
20173;MÚSICA;BELLAS ARTES Y DISEÑO;227;100;100;194;95;95;222;100;100;300;100;100
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;173;85;79;169;78;76;147;48;42;179;84;67
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;184;93;96;206;99;100;196;92;96;179;84;89
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;189;95;95;201;98;97;187;87;80;180;85;93
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;189;96;98;214;100;100;197;93;97;178;83;88
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;165;77;65;126;33;30;165;68;53;157;62;58
20173;PSICOLOGIA;PSICOLOGÍA;143;46;50;84;4;4;164;67;66;110;11;15
20173;INGENIERIA CIVIL;INGENIERÍA;173;85;79;99;11;11;187;87;84;167;73;50
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;168;80;89;153;63;74;171;73;79;146;49;72
20173;DERECHO;DERECHO;156;66;63;172;81;68;154;56;50;148;51;59
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;177;88;80;176;85;72;193;91;82;164;70;78
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;175;87;92;142;50;58;189;88;93;173;79;85
20173;MEDICINA;MEDICINA;189;96;85;173;82;65;187;87;68;171;77;53
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;133;30;36;128;35;41;101;7;8;124;23;26
20173;ECONOMIA;ECONOMIA;228;100;100;206;99;95;213;99;95;220;100;98
20173;INGENIERIA CIVIL;INGENIERÍA;159;71;61;146;54;51;152;54;49;184;88;73
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;151;58;50;169;78;73;172;74;63;130;29;35
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;201;99;98;194;95;95;215;99;99;205;97;92
20173;DERECHO;DERECHO;113;7;6;127;34;20;136;35;30;99;5;7
20173;ECONOMIA;ECONOMIA;217;100;100;188;92;80;216;99;97;201;96;87
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;148;54;63;147;55;62;155;58;67;157;62;68
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;174;86;93;169;79;86;205;96;98;170;76;91
20173;ENFERMERIA;ENFERMERÍA;127;22;24;124;31;35;109;11;11;111;12;12
20173;DERECHO;DERECHO;197;98;98;212;100;98;212;99;98;141;43;50
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;147;52;61;100;11;13;120;19;24;159;64;71
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;152;60;46;165;75;70;148;49;34;118;18;15
20173;INGENIERIA ELECTRONICA;INGENIERÍA;192;97;95;165;75;72;202;95;94;198;95;87
20173;MEDICINA;MEDICINA;126;20;8;130;37;21;184;85;64;108;10;4
20173;INGENIERIA CIVIL;INGENIERÍA;182;92;88;189;93;93;185;85;82;196;94;85
20173;DERECHO;DERECHO;173;85;83;187;92;83;185;85;83;169;75;83
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;161;72;85;171;80;88;172;75;87;170;75;81
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;169;82;73;146;55;42;140;40;31;171;76;83
20173;DERECHO;DERECHO;160;71;69;203;98;94;157;59;54;162;68;76
20173;INGENIERIA ELECTRONICA;INGENIERÍA;197;98;97;186;92;91;200;94;93;169;75;53
20173;ECONOMIA;ECONOMIA;147;53;25;130;37;18;173;75;54;109;11;3
20173;MEDICINA;MEDICINA;174;86;65;182;89;77;171;73;47;205;97;92
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;179;90;94;159;68;76;195;92;96;146;48;54
20173;ECONOMIA;ECONOMIA;198;98;91;178;86;68;205;96;89;210;98;94
20173;ENFERMERIA;ENFERMERÍA;154;63;72;126;34;38;103;7;8;148;51;56
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;139;39;47;109;18;20;108;10;13;130;29;32
20173;DERECHO;DERECHO;179;90;89;198;97;91;175;77;73;159;65;73
20173;ENFERMERIA;ENFERMERÍA;118;11;11;127;34;38;119;18;20;88;2;2
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;164;76;69;121;28;28;167;70;64;137;37;25
20173;INGENIERIA CIVIL;INGENIERÍA;173;85;79;199;97;97;104;8;6;202;96;90
20173;INGENIERIA ELECTRONICA;INGENIERÍA;188;95;93;184;90;89;185;85;83;188;90;77
20173;INGENIERIA MECANICA;INGENIERÍA;201;99;98;194;95;95;216;99;99;217;100;98
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;181;92;91;186;91;89;193;91;86;159;64;75
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;163;75;67;166;76;73;120;19;15;198;95;87
20173;DERECHO;DERECHO;179;90;88;172;81;68;154;56;51;150;53;62
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;176;87;84;158;68;67;198;93;92;125;24;16
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;175;87;92;156;65;73;191;89;94;190;91;95
20173;INGENIERIA CIVIL;INGENIERÍA;158;68;59;183;90;89;185;85;82;194;93;84
20173;INGENIERIA CIVIL;INGENIERÍA;120;14;9;163;72;69;141;41;35;152;56;33
20173;MEDICINA;MEDICINA;168;81;57;161;71;50;169;72;46;165;71;45
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;164;76;83;169;79;85;180;81;89;106;9;9
20173;DERECHO;DERECHO;196;98;97;200;97;93;205;97;96;178;83;90
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;157;67;60;153;63;55;182;83;74;131;30;37
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;150;57;69;161;71;80;105;8;9;138;38;38
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;169;82;79;71;1;1;169;72;60;119;18;22
20173;INGENIERIA MECANICA;INGENIERÍA;189;96;94;176;85;83;170;73;69;190;91;80
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;184;93;86;208;99;96;221;100;99;96;4;6
20173;MEDICINA;MEDICINA;176;87;67;178;86;72;168;71;45;176;81;60
20173;ECONOMIA;ECONOMIA;207;100;97;209;99;96;207;97;91;220;100;98
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;187;95;89;175;84;71;179;80;68;196;94;97
20173;MEDICINA;MEDICINA;190;96;86;183;90;78;184;85;63;192;92;79
20173;MEDICINA;MEDICINA;154;63;36;197;96;90;165;67;40;87;2;1
20173;DERECHO;DERECHO;170;82;80;194;95;89;192;90;87;115;15;20
20173;INGENIERIA ELECTRONICA;INGENIERÍA;157;67;57;144;53;49;139;39;34;156;61;38
20173;PSICOLOGIA;PSICOLOGÍA;126;20;20;116;24;20;122;21;19;108;10;13
20173;ECONOMIA;ECONOMIA;174;86;62;184;90;76;166;69;45;197;94;83
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;146;51;60;112;20;23;150;51;61;146;48;54
20173;INGENIERIA ELECTRONICA;INGENIERÍA;153;61;51;120;27;26;184;84;81;145;48;26
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;117;11;8;81;3;4;84;2;2;167;73;66
20173;ECONOMIA;ECONOMIA;180;91;71;173;82;62;187;87;71;211;98;94
20173;INGENIERIA CIVIL;INGENIERÍA;168;81;73;159;68;65;173;75;72;182;86;70
20173;ENFERMERIA;ENFERMERÍA;137;36;40;123;30;34;143;44;49;126;25;27
20173;DERECHO;DERECHO;179;90;88;205;98;95;180;81;78;153;57;66
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;191;96;98;165;75;82;164;66;76;169;75;81
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;164;76;84;163;73;80;171;74;83;185;88;92
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;180;90;94;187;92;95;184;85;91;180;84;90
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;184;93;96;170;79;85;188;87;93;189;90;94
20173;MEDICINA;MEDICINA;153;61;34;166;75;55;179;80;57;118;17;7
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;159;70;81;164;73;82;172;75;80;140;41;63
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;138;37;45;82;4;4;105;8;10;114;14;15
20173;ECONOMIA;ECONOMIA;164;76;48;155;65;40;144;45;23;178;83;59
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;138;37;29;144;52;44;140;39;27;85;2;2
20173;ECONOMIA;ECONOMIA;153;61;31;122;29;13;169;72;49;160;65;36
20173;MEDICINA;MEDICINA;190;96;86;187;92;82;213;99;95;187;90;75
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;153;61;70;143;51;58;154;56;66;157;62;69
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;171;84;89;136;44;51;214;99;100;188;90;94
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;163;75;87;143;51;60;137;37;46;177;82;88
20173;ENFERMERIA;ENFERMERÍA;147;53;61;145;53;61;141;41;46;160;65;73
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;185;94;87;190;94;84;192;90;81;154;58;67
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;189;95;93;168;78;75;184;84;82;194;93;84
20173;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;166;79;68;130;37;33;162;65;50;175;81;79
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;181;91;86;163;72;66;196;92;88;185;88;88
20173;MATEMATICAS;CIENCIAS NATURALES Y EXACTAS;169;82;57;169;79;62;186;86;66;150;54;22
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;143;46;36;90;7;7;142;43;35;133;32;22
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;199;99;98;208;99;99;230;100;100;170;76;74
20173;INGENIERIA ELECTRICA;INGENIERÍA;196;98;97;219;100;100;191;89;87;206;98;93
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;188;95;97;183;90;94;186;86;92;178;83;88
20173;MEDICINA;MEDICINA;157;67;39;168;78;59;166;69;42;157;62;36
20173;DERECHO;DERECHO;120;13;11;72;2;1;114;14;12;84;2;2
20173;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;193;97;99;178;86;91;207;97;98;166;72;89
20173;DERECHO;DERECHO;176;88;86;201;97;93;189;88;85;143;45;53
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;196;98;99;138;45;52;190;89;94;177;82;88
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;159;71;57;165;74;69;183;84;74;129;28;24
20173;DISEÑO INDUSTRIAL;BELLAS ARTES Y DISEÑO;158;68;55;126;33;30;141;41;28;180;84;83
20173;MEDICINA;MEDICINA;200;99;94;212;99;98;208;97;91;228;100;100
20173;INGENIERIA ELECTRICA;INGENIERÍA;139;40;29;194;95;95;129;28;23;175;80;61
20173;INGENIERIA CIVIL;INGENIERÍA;188;95;93;206;99;99;181;82;79;215;99;97
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;162;74;82;153;62;70;164;66;76;168;74;80
20173;INGENIERIA CIVIL;INGENIERÍA;187;95;92;190;94;93;193;91;89;209;98;94
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;181;91;95;164;74;80;167;70;79;173;79;85
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;176;88;92;165;75;82;178;79;87;172;78;84
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;130;26;19;107;17;12;126;24;16;113;14;17
20173;INGENIERIA ELECTRICA;INGENIERÍA;190;96;94;181;88;87;184;84;81;211;99;95
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;155;65;55;168;77;75;163;65;60;134;34;16
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;135;32;39;85;5;5;71;1;1;125;24;26
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;158;69;77;133;40;46;170;72;81;138;39;44
20173;DERECHO;DERECHO;218;100;100;300;100;100;204;96;95;187;90;95
20173;MEDICINA;MEDICINA;189;95;85;188;92;83;193;91;75;206;97;92
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;162;73;81;155;65;72;135;34;42;166;72;79
20173;DERECHO;DERECHO;132;28;25;131;38;24;137;37;32;129;29;35
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;159;71;79;149;57;65;129;28;35;154;58;65
20173;PSICOLOGIA;PSICOLOGÍA;123;17;16;131;38;36;90;3;2;108;10;13
20173;DERECHO;DERECHO;161;73;71;167;77;63;178;79;76;116;15;20
20173;INGENIERIA ELECTRICA;INGENIERÍA;185;94;91;179;87;85;172;75;71;174;80;60
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;202;99;99;160;69;66;197;93;92;218;100;98
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;161;73;66;167;77;77;160;63;55;148;52;40
20173;INGENIERIA MECANICA;INGENIERÍA;188;95;93;190;93;93;209;98;97;196;94;85
20173;INGENIERIA MECANICA;INGENIERÍA;202;99;98;222;100;100;203;96;95;194;93;83
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;183;92;92;176;85;81;186;86;79;161;67;78
20173;MEDICINA;MEDICINA;194;97;90;201;98;93;208;98;92;187;89;74
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;142;44;52;153;62;70;190;89;94;161;66;73
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;170;83;72;158;67;60;169;72;58;169;75;73
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;125;19;22;125;32;37;120;19;24;133;32;36
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;119;12;14;68;1;1;68;1;1;192;92;96
20173;DERECHO;DERECHO;183;92;91;179;87;76;199;94;92;188;90;95
20173;DERECHO;DERECHO;168;80;78;149;57;41;184;85;82;167;73;81
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;148;54;46;120;28;21;125;24;15;113;13;17
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;177;88;93;171;80;86;165;68;77;202;96;98
20173;MEDICINA;MEDICINA;174;86;64;162;71;50;162;64;37;157;62;36
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;168;80;71;195;95;88;165;68;56;128;27;35
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;179;90;88;184;90;91;157;59;51;162;68;59
20173;INGENIERIA MECANICA;INGENIERÍA;192;97;95;189;93;93;188;87;85;209;98;95
20173;DERECHO;DERECHO;183;92;91;164;73;59;201;95;93;164;69;78
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;175;87;79;182;89;77;176;78;66;137;37;46
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;140;41;30;80;3;3;113;13;11;166;71;49
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;188;95;93;191;94;94;166;69;64;191;92;81
20173;DISEÑO GRAFICO;BELLAS ARTES Y DISEÑO;164;76;63;151;59;52;149;50;35;143;45;40
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;169;82;93;157;66;76;154;56;68;183;87;92
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;162;74;82;72;2;2;180;82;89;192;92;96
20173;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;188;95;89;190;94;84;183;84;72;214;99;100
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;176;88;83;169;79;77;194;91;90;185;88;73
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;143;46;35;94;8;8;154;56;51;166;72;50
20173;INGENIERIA ELECTRONICA;INGENIERÍA;179;90;86;173;82;80;184;85;82;184;88;73
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;160;71;79;120;27;32;168;71;80;144;46;51
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;184;93;96;192;94;97;192;90;95;182;86;91
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;151;59;72;118;26;29;164;67;80;173;79;84
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;213;100;100;162;71;78;206;97;99;187;89;94
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;175;87;85;170;79;74;190;88;83;164;70;80
20173;ARQUITECTURA;ARQUITECTURA Y URBANISMO;141;43;33;138;45;43;140;40;33;141;43;31
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;139;39;31;111;20;14;162;65;52;103;7;10
20173;MEDICINA;MEDICINA;159;70;42;180;88;74;128;26;11;192;92;79
20173;MEDICINA;MEDICINA;184;93;78;173;83;66;187;86;67;185;88;72
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;139;39;47;63;1;1;95;4;5;193;93;96
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;170;83;89;189;93;96;174;76;85;156;60;67
20173;MEDICINA;MEDICINA;217;100;99;182;89;76;213;99;95;181;85;67
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;141;43;34;168;78;72;122;21;13;125;24;30
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;159;71;83;178;87;93;163;66;79;129;28;27
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;125;19;22;113;22;25;84;2;2;122;21;23
20173;PSICOLOGIA;PSICOLOGÍA;160;72;76;146;55;54;167;70;69;138;38;51
20173;MEDICINA;MEDICINA;224;100;100;215;100;99;224;100;99;209;98;94
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;128;22;27;138;46;53;69;1;1;142;43;48
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;176;87;86;171;80;76;197;93;89;119;18;22
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;193;97;98;181;88;92;182;83;90;195;94;97
20173;INGENIERIA INDUSTRIAL;INGENIERÍA;183;92;89;174;83;81;145;45;39;207;98;93
20173;MEDICINA;MEDICINA;162;74;47;185;91;80;179;80;56;171;76;53
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;164;76;88;112;20;22;191;89;97;165;71;76
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;155;65;78;135;42;50;156;58;71;161;66;70
20173;DERECHO;DERECHO;188;95;94;194;95;89;197;93;91;162;68;76
20173;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;189;96;90;219;100;99;184;84;73;149;53;61
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;170;82;79;182;89;87;202;95;93;110;11;14
20173;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;168;80;91;170;79;88;178;80;91;131;30;29
20173;INGENIERIA ELECTRONICA;INGENIERÍA;194;97;96;183;90;89;207;97;96;196;94;85
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;139;40;31;120;27;20;118;17;11;143;45;54
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;187;95;97;113;21;24;199;94;97;160;65;72
20173;INGENIERIA ELECTRONICA;INGENIERÍA;196;98;97;202;98;98;206;97;96;216;99;97
20173;INGENIERIA MECANICA;INGENIERÍA;182;92;89;170;79;77;194;91;90;202;96;90
20173;MEDICINA;MEDICINA;165;77;51;160;69;48;158;60;34;158;63;37
20173;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;136;35;42;101;12;14;161;64;74;104;8;8
20173;COMUNICACION SOCIAL Y PERIODISMO;COMUNICACIÓN, PERIODISMO Y PUBLICIDAD;170;82;79;174;83;79;160;63;50;149;52;62
20173;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;162;74;81;135;42;49;175;77;86;168;74;81
20173;MÚSICA;BELLAS ARTES Y DISEÑO;149;56;42;86;5;6;151;53;37;146;49;44
